Area,Variable Name,Year,Value
Tajikistan,Urban population with access to safe drinking-water (JMP) (%),2012,93
Tajikistan,GDP per capita (current US$/inhab),2017,802.326545
Tajikistan,"Agriculture, value added (% GDP) (%)",2017,21.218152
Tajikistan,Human Development Index (HDI) [highest = 1] (-),2017,0.651
Tajikistan,Agricultural water withdrawal as % of total water withdrawal (%),2017,90.82367679
Tajikistan,Total population with access to safe drinking-water (JMP) (%),2017,73.8
Tajikistan,Urban population with access to safe drinking-water (JMP) (%),2017,93.1
Thailand,GDP per capita (current US$/inhab),1992,1998.297323
Thailand,"Agriculture, value added (% GDP) (%)",1992,10.075777
Thailand,Human Development Index (HDI) [highest = 1] (-),1992,0.589
Thailand,Total population with access to safe drinking-water (JMP) (%),1992,88.2
Thailand,Urban population with access to safe drinking-water (JMP) (%),1992,96.1
Thailand,GDP per capita (current US$/inhab),1997,2467.495947
Thailand,"Agriculture, value added (% GDP) (%)",1997,9.064902
Thailand,Human Development Index (HDI) [highest = 1] (-),1997,0.625
Thailand,Total population with access to safe drinking-water (JMP) (%),1997,90.5
Thailand,Urban population with access to safe drinking-water (JMP) (%),1997,96.4
Thailand,GDP per capita (current US$/inhab),2002,2096.055431
Thailand,"Agriculture, value added (% GDP) (%)",2002,8.692178
Thailand,Human Development Index (HDI) [highest = 1] (-),2002,0.665
Thailand,Total population with access to safe drinking-water (JMP) (%),2002,92.9
Thailand,Urban population with access to safe drinking-water (JMP) (%),2002,96.8
Thailand,GDP per capita (current US$/inhab),2007,3972.206958
Thailand,"Agriculture, value added (% GDP) (%)",2007,9.347683
Thailand,Human Development Index (HDI) [highest = 1] (-),2007,0.71
Thailand,Agricultural water withdrawal as % of total water withdrawal (%),2007,90.37448086
Thailand,Total population with access to safe drinking-water (JMP) (%),2007,95.2
Thailand,Urban population with access to safe drinking-water (JMP) (%),2007,97.1
Thailand,GDP per capita (current US$/inhab),2012,5859.89206
Thailand,"Agriculture, value added (% GDP) (%)",2012,11.504106
Thailand,Human Development Index (HDI) [highest = 1] (-),2012,0.733
Thailand,Agricultural water withdrawal as % of total water withdrawal (%),2012,90.37448086
Thailand,Total population with access to safe drinking-water (JMP) (%),2012,97.1
Thailand,Urban population with access to safe drinking-water (JMP) (%),2012,97.5
Thailand,GDP per capita (current US$/inhab),2017,6594.608057
Thailand,"Agriculture, value added (% GDP) (%)",2017,8.32367
Thailand,Human Development Index (HDI) [highest = 1] (-),2017,0.762
Thailand,Agricultural water withdrawal as % of total water withdrawal (%),2017,90.37448086
Thailand,Total population with access to safe drinking-water (JMP) (%),2017,97.8
Thailand,Urban population with access to safe drinking-water (JMP) (%),2017,97.6
Thailand,"Agriculture, value added (% GDP) (%)",1967,29.24
Thailand,GDP per capita (current US$/inhab),1972,218.235993
Thailand,"Agriculture, value added (% GDP) (%)",1972,25.359251
Thailand,GDP per capita (current US$/inhab),1977,464.306278
Thailand,"Agriculture, value added (% GDP) (%)",1977,24.773932
Thailand,GDP per capita (current US$/inhab),1982,769.640629
Thailand,"Agriculture, value added (% GDP) (%)",1982,18.548449
Thailand,GDP per capita (current US$/inhab),1987,970.460901
Thailand,"Agriculture, value added (% GDP) (%)",1987,15.733438
Timor-Leste,GDP per capita (current US$/inhab),1992,369.340152
Timor-Leste,"Agriculture, value added (% GDP) (%)",1992,21.15681
Timor-Leste,GDP per capita (current US$/inhab),1997,545.961025
Timor-Leste,"Agriculture, value added (% GDP) (%)",1997,24.218886
Timor-Leste,Total population with access to safe drinking-water (JMP) (%),1997,52.9
Timor-Leste,Urban population with access to safe drinking-water (JMP) (%),1997,66.7
Timor-Leste,GDP per capita (current US$/inhab),2002,552.785473
Timor-Leste,"Agriculture, value added (% GDP) (%)",2002,22.682958
Timor-Leste,Human Development Index (HDI) [highest = 1] (-),2002,0.522
Timor-Leste,Total population with access to safe drinking-water (JMP) (%),2002,56.9
Timor-Leste,Urban population with access to safe drinking-water (JMP) (%),2002,73.3
Timor-Leste,GDP per capita (current US$/inhab),2007,2705.270676
Timor-Leste,"Agriculture, value added (% GDP) (%)",2007,5.611891
Timor-Leste,Human Development Index (HDI) [highest = 1] (-),2007,0.582
Timor-Leste,Agricultural water withdrawal as % of total water withdrawal (%),2007,91.38225256
Timor-Leste,Total population with access to safe drinking-water (JMP) (%),2007,63.8
Timor-Leste,Urban population with access to safe drinking-water (JMP) (%),2007,84.2
Timor-Leste,GDP per capita (current US$/inhab),2012,5758.899491
Timor-Leste,"Agriculture, value added (% GDP) (%)",2012,4.464803
Timor-Leste,Human Development Index (HDI) [highest = 1] (-),2012,0.601
Timor-Leste,Agricultural water withdrawal as % of total water withdrawal (%),2012,91.38225256
Timor-Leste,Total population with access to safe drinking-water (JMP) (%),2012,71.2
Timor-Leste,Urban population with access to safe drinking-water (JMP) (%),2012,95.2
Timor-Leste,GDP per capita (current US$/inhab),2017,1918.728945
Timor-Leste,"Agriculture, value added (% GDP) (%)",2017,10.434351
Timor-Leste,Human Development Index (HDI) [highest = 1] (-),2017,0.624
Timor-Leste,Agricultural water withdrawal as % of total water withdrawal (%),2017,91.38225256
Timor-Leste,Total population with access to safe drinking-water (JMP) (%),2017,71.9
Timor-Leste,Urban population with access to safe drinking-water (JMP) (%),2017,95.2
Togo,GDP per capita (current US$/inhab),1992,536.417771
Togo,"Agriculture, value added (% GDP) (%)",1992,25.038958
Togo,Human Development Index (HDI) [highest = 1] (-),1992,0.4
Togo,Agricultural water withdrawal as % of total water withdrawal (%),1992,37.04800169
Togo,Total population with access to safe drinking-water (JMP) (%),1992,48.7
Togo,Urban population with access to safe drinking-water (JMP) (%),1992,80.3
Togo,GDP per capita (current US$/inhab),1997,408.190938
Togo,"Agriculture, value added (% GDP) (%)",1997,30.544205
Togo,Human Development Index (HDI) [highest = 1] (-),1997,0.425
Togo,Agricultural water withdrawal as % of total water withdrawal (%),1997,44.11914029
Togo,Total population with access to safe drinking-water (JMP) (%),1997,51.7
Togo,Urban population with access to safe drinking-water (JMP) (%),1997,82.7
Togo,GDP per capita (current US$/inhab),2002,323.467149
Togo,"Agriculture, value added (% GDP) (%)",2002,29.051597
Togo,Human Development Index (HDI) [highest = 1] (-),2002,0.428
Togo,Agricultural water withdrawal as % of total water withdrawal (%),2002,44.9704142
Togo,Total population with access to safe drinking-water (JMP) (%),2002,54.8
Togo,Urban population with access to safe drinking-water (JMP) (%),2002,85.1
Togo,GDP per capita (current US$/inhab),2007,443.375771
Togo,"Agriculture, value added (% GDP) (%)",2007,29.282903
Togo,Human Development Index (HDI) [highest = 1] (-),2007,0.441
Togo,Agricultural water withdrawal as % of total water withdrawal (%),2007,34.08071749
Togo,Total population with access to safe drinking-water (JMP) (%),2007,57.9
Togo,Urban population with access to safe drinking-water (JMP) (%),2007,87.5
Togo,GDP per capita (current US$/inhab),2012,564.697109
Togo,"Agriculture, value added (% GDP) (%)",2012,28.534261
Togo,Human Development Index (HDI) [highest = 1] (-),2012,0.484
Togo,Agricultural water withdrawal as % of total water withdrawal (%),2012,34.08071749
Togo,Total population with access to safe drinking-water (JMP) (%),2012,61.1
Togo,Urban population with access to safe drinking-water (JMP) (%),2012,89.9
Togo,GDP per capita (current US$/inhab),2017,593.975597
Togo,"Agriculture, value added (% GDP) (%)",2017,24.229296
Togo,Human Development Index (HDI) [highest = 1] (-),2017,0.51
Togo,Agricultural water withdrawal as % of total water withdrawal (%),2017,34.08071749
Togo,Total population with access to safe drinking-water (JMP) (%),2017,63.1
Togo,Urban population with access to safe drinking-water (JMP) (%),2017,91.4
Togo,"Agriculture, value added (% GDP) (%)",1967,44.21
Togo,GDP per capita (current US$/inhab),1972,179.584601
Togo,"Agriculture, value added (% GDP) (%)",1972,27.625177
Togo,GDP per capita (current US$/inhab),1977,316.957984
Togo,"Agriculture, value added (% GDP) (%)",1977,22.256184
Togo,GDP per capita (current US$/inhab),1982,327.121109
Togo,"Agriculture, value added (% GDP) (%)",1982,20.768428
Togo,GDP per capita (current US$/inhab),1987,413.422127
Togo,"Agriculture, value added (% GDP) (%)",1987,26.032111
Togo,Agricultural water withdrawal as % of total water withdrawal (%),1987,25.27472527
Tokelau,Total population with access to safe drinking-water (JMP) (%),1992,89.7
Tokelau,Total population with access to safe drinking-water (JMP) (%),1997,91.5
Tokelau,Total population with access to safe drinking-water (JMP) (%),2002,94.4
Tokelau,Total population with access to safe drinking-water (JMP) (%),2007,97.4
Tokelau,Total population with access to safe drinking-water (JMP) (%),2012,100
Tokelau,Total population with access to safe drinking-water (JMP) (%),2017,100
Tonga,GDP per capita (current US$/inhab),1992,2017.835811
Tonga,"Agriculture, value added (% GDP) (%)",1992,33.068036
Tonga,Human Development Index (HDI) [highest = 1] (-),1992,0.653
Tonga,Total population with access to safe drinking-water (JMP) (%),1992,98.6
Tonga,Urban population with access to safe drinking-water (JMP) (%),1992,97.4
Tonga,GDP per capita (current US$/inhab),1997,2200.979914
Tonga,"Agriculture, value added (% GDP) (%)",1997,20.515699
Tonga,Human Development Index (HDI) [highest = 1] (-),1997,0.667
Tonga,Total population with access to safe drinking-water (JMP) (%),1997,98.6
Tonga,Urban population with access to safe drinking-water (JMP) (%),1997,97.4
Tonga,GDP per capita (current US$/inhab),2002,1829.490096
Tonga,"Agriculture, value added (% GDP) (%)",2002,18.226083
Tonga,Human Development Index (HDI) [highest = 1] (-),2002,0.676
Tonga,Total population with access to safe drinking-water (JMP) (%),2002,98.6
Tonga,Urban population with access to safe drinking-water (JMP) (%),2002,97.4
Tonga,GDP per capita (current US$/inhab),2007,2979.594566
Tonga,"Agriculture, value added (% GDP) (%)",2007,16.702712
Tonga,Human Development Index (HDI) [highest = 1] (-),2007,0.678
Tonga,Total population with access to safe drinking-water (JMP) (%),2007,98.9
Tonga,Urban population with access to safe drinking-water (JMP) (%),2007,98.1
Tonga,GDP per capita (current US$/inhab),2012,4436.896473
Tonga,"Agriculture, value added (% GDP) (%)",2012,16.710378
Tonga,Human Development Index (HDI) [highest = 1] (-),2012,0.7
Tonga,Total population with access to safe drinking-water (JMP) (%),2012,99.4
Tonga,Urban population with access to safe drinking-water (JMP) (%),2012,99.2
Tonga,GDP per capita (current US$/inhab),2017,4558.478241
Tonga,"Agriculture, value added (% GDP) (%)",2017,15.951138
Tonga,Human Development Index (HDI) [highest = 1] (-),2017,0.717
Tonga,Total population with access to safe drinking-water (JMP) (%),2017,99.6
Tonga,Urban population with access to safe drinking-water (JMP) (%),2017,99.7
Tonga,GDP per capita (current US$/inhab),1972,269.355485
Tonga,"Agriculture, value added (% GDP) (%)",1972,41.045525
Tonga,GDP per capita (current US$/inhab),1977,495.378677
Tonga,"Agriculture, value added (% GDP) (%)",1977,37.987012
Tonga,GDP per capita (current US$/inhab),1982,910.415366
Tonga,"Agriculture, value added (% GDP) (%)",1982,32.866044
Tonga,GDP per capita (current US$/inhab),1987,1115.406385
Tonga,"Agriculture, value added (% GDP) (%)",1987,32.751185
Trinidad and Tobago,GDP per capita (current US$/inhab),1992,4407.439705
Trinidad and Tobago,"Agriculture, value added (% GDP) (%)",1992,4.205735
Trinidad and Tobago,Human Development Index (HDI) [highest = 1] (-),1992,0.674
Trinidad and Tobago,Total population with access to safe drinking-water (JMP) (%),1992,91.9
Trinidad and Tobago,Urban population with access to safe drinking-water (JMP) (%),1992,92
Trinidad and Tobago,GDP per capita (current US$/inhab),1997,4563.608511
Trinidad and Tobago,"Agriculture, value added (% GDP) (%)",1997,2.996065
Trinidad and Tobago,Human Development Index (HDI) [highest = 1] (-),1997,0.699
Trinidad and Tobago,Agricultural water withdrawal as % of total water withdrawal (%),1997,5.252525253
Trinidad and Tobago,Total population with access to safe drinking-water (JMP) (%),1997,92.8
Trinidad and Tobago,Urban population with access to safe drinking-water (JMP) (%),1997,92.8
Trinidad and Tobago,GDP per capita (current US$/inhab),2002,7068.592881
Trinidad and Tobago,"Agriculture, value added (% GDP) (%)",2002,2.072727
Trinidad and Tobago,Human Development Index (HDI) [highest = 1] (-),2002,0.73
Trinidad and Tobago,Agricultural water withdrawal as % of total water withdrawal (%),2002,4.963235294
Trinidad and Tobago,Total population with access to safe drinking-water (JMP) (%),2002,93.6
Trinidad and Tobago,Urban population with access to safe drinking-water (JMP) (%),2002,93.6
Trinidad and Tobago,GDP per capita (current US$/inhab),2007,16574.58213
Trinidad and Tobago,"Agriculture, value added (% GDP) (%)",2007,0.663919
Trinidad and Tobago,Human Development Index (HDI) [highest = 1] (-),2007,0.777
Trinidad and Tobago,Agricultural water withdrawal as % of total water withdrawal (%),2007,4.351229917
Trinidad and Tobago,Total population with access to safe drinking-water (JMP) (%),2007,94.5
Trinidad and Tobago,Urban population with access to safe drinking-water (JMP) (%),2007,94.5
Trinidad and Tobago,GDP per capita (current US$/inhab),2012,19203.52041
Trinidad and Tobago,"Agriculture, value added (% GDP) (%)",2012,0.638983
Trinidad and Tobago,Human Development Index (HDI) [highest = 1] (-),2012,0.784
Trinidad and Tobago,Agricultural water withdrawal as % of total water withdrawal (%),2012,4.358037578
Trinidad and Tobago,Total population with access to safe drinking-water (JMP) (%),2012,95.1
Trinidad and Tobago,Urban population with access to safe drinking-water (JMP) (%),2012,95.1
Trinidad and Tobago,GDP per capita (current US$/inhab),2017,16415.40548
Trinidad and Tobago,"Agriculture, value added (% GDP) (%)",2017,1.234748
Trinidad and Tobago,Human Development Index (HDI) [highest = 1] (-),2017,0.799
Trinidad and Tobago,Agricultural water withdrawal as % of total water withdrawal (%),2017,4.358037578
Trinidad and Tobago,Total population with access to safe drinking-water (JMP) (%),2017,95.1
Trinidad and Tobago,Urban population with access to safe drinking-water (JMP) (%),2017,95.1
Trinidad and Tobago,GDP per capita (current US$/inhab),1972,1121.625612
Trinidad and Tobago,"Agriculture, value added (% GDP) (%)",1972,8.922923
Trinidad and Tobago,GDP per capita (current US$/inhab),1977,3026.836051
Trinidad and Tobago,"Agriculture, value added (% GDP) (%)",1977,6.015568
Trinidad and Tobago,GDP per capita (current US$/inhab),1982,7283.79056
Trinidad and Tobago,"Agriculture, value added (% GDP) (%)",1982,5.376524
Trinidad and Tobago,GDP per capita (current US$/inhab),1987,4024.835751
Trinidad and Tobago,"Agriculture, value added (% GDP) (%)",1987,5.176887
Tunisia,GDP per capita (current US$/inhab),1992,1977.638564
Tunisia,"Agriculture, value added (% GDP) (%)",1992,13.715972
Tunisia,Human Development Index (HDI) [highest = 1] (-),1992,0.583
Tunisia,Agricultural water withdrawal as % of total water withdrawal (%),1992,87.52928576
Tunisia,Total population with access to safe drinking-water (JMP) (%),1992,84.2
Tunisia,Urban population with access to safe drinking-water (JMP) (%),1992,96.1
Tunisia,GDP per capita (current US$/inhab),1997,2210.818748
Tunisia,"Agriculture, value added (% GDP) (%)",1997,11.234387
Tunisia,Human Development Index (HDI) [highest = 1] (-),1997,0.623
Tunisia,Agricultural water withdrawal as % of total water withdrawal (%),1997,84.2394051
Tunisia,Total population with access to safe drinking-water (JMP) (%),1997,87.9
Tunisia,Urban population with access to safe drinking-water (JMP) (%),1997,97
Tunisia,GDP per capita (current US$/inhab),2002,2346.00236
Tunisia,"Agriculture, value added (% GDP) (%)",2002,8.298481
Tunisia,Human Development Index (HDI) [highest = 1] (-),2002,0.666
Tunisia,Agricultural water withdrawal as % of total water withdrawal (%),2002,81.77842577
Tunisia,Total population with access to safe drinking-water (JMP) (%),2002,91.1
Tunisia,Urban population with access to safe drinking-water (JMP) (%),2002,98
Tunisia,GDP per capita (current US$/inhab),2007,3778.360077
Tunisia,"Agriculture, value added (% GDP) (%)",2007,8.643153
Tunisia,Human Development Index (HDI) [highest = 1] (-),2007,0.701
Tunisia,Agricultural water withdrawal as % of total water withdrawal (%),2007,80.73283265
Tunisia,Total population with access to safe drinking-water (JMP) (%),2007,94.1
Tunisia,Urban population with access to safe drinking-water (JMP) (%),2007,99
Tunisia,GDP per capita (current US$/inhab),2012,4137.570216
Tunisia,"Agriculture, value added (% GDP) (%)",2012,9.084336
Tunisia,Human Development Index (HDI) [highest = 1] (-),2012,0.721
Tunisia,Agricultural water withdrawal as % of total water withdrawal (%),2012,79.40654206
Tunisia,Total population with access to safe drinking-water (JMP) (%),2012,96.9
Tunisia,Urban population with access to safe drinking-water (JMP) (%),2012,100
Tunisia,GDP per capita (current US$/inhab),2017,3452.359126
Tunisia,"Agriculture, value added (% GDP) (%)",2017,9.692107
Tunisia,Human Development Index (HDI) [highest = 1] (-),2017,0.738
Tunisia,Agricultural water withdrawal as % of total water withdrawal (%),2017,77.39487179
Tunisia,Total population with access to safe drinking-water (JMP) (%),2017,97.7
Tunisia,Urban population with access to safe drinking-water (JMP) (%),2017,100
Tunisia,"Agriculture, value added (% GDP) (%)",1967,18.79
Tunisia,GDP per capita (current US$/inhab),1972,464.606706
Tunisia,"Agriculture, value added (% GDP) (%)",1972,18.250234
Tunisia,GDP per capita (current US$/inhab),1977,948.472237
Tunisia,"Agriculture, value added (% GDP) (%)",1977,13.456556
Tunisia,GDP per capita (current US$/inhab),1982,1326.100774
Tunisia,"Agriculture, value added (% GDP) (%)",1982,11.191254
Tunisia,GDP per capita (current US$/inhab),1987,1384.001436
Tunisia,"Agriculture, value added (% GDP) (%)",1987,13.949202
Turkey,GDP per capita (current US$/inhab),1992,3928.514581
Turkey,"Agriculture, value added (% GDP) (%)",1992,10.698092
Turkey,Human Development Index (HDI) [highest = 1] (-),1992,0.589
Turkey,Agricultural water withdrawal as % of total water withdrawal (%),1992,72.46835443
Turkey,Total population with access to safe drinking-water (JMP) (%),1992,87.1
Turkey,Urban population with access to safe drinking-water (JMP) (%),1992,94.5
Turkey,GDP per capita (current US$/inhab),1997,4329.566488
Turkey,"Agriculture, value added (% GDP) (%)",1997,10.325025
Turkey,Human Development Index (HDI) [highest = 1] (-),1997,0.624
Turkey,Agricultural water withdrawal as % of total water withdrawal (%),1997,80.84552347
Turkey,Total population with access to safe drinking-water (JMP) (%),1997,90.6
Turkey,Urban population with access to safe drinking-water (JMP) (%),1997,95.9
Turkey,GDP per capita (current US$/inhab),2002,3660.005677
Turkey,"Agriculture, value added (% GDP) (%)",2002,10.268766
Turkey,Human Development Index (HDI) [highest = 1] (-),2002,0.672
Turkey,Agricultural water withdrawal as % of total water withdrawal (%),2002,78.72648838
Turkey,Total population with access to safe drinking-water (JMP) (%),2002,93.8
Turkey,Urban population with access to safe drinking-water (JMP) (%),2002,97.4
Turkey,GDP per capita (current US$/inhab),2007,9709.489709
Turkey,"Agriculture, value added (% GDP) (%)",2007,7.518461
Turkey,Human Development Index (HDI) [highest = 1] (-),2007,0.709
Turkey,Agricultural water withdrawal as % of total water withdrawal (%),2007,84.34563374
Turkey,Total population with access to safe drinking-water (JMP) (%),2007,96.9
Turkey,Urban population with access to safe drinking-water (JMP) (%),2007,98.9
Turkey,GDP per capita (current US$/inhab),2012,11720.3077
Turkey,"Agriculture, value added (% GDP) (%)",2012,7.752759
Turkey,Human Development Index (HDI) [highest = 1] (-),2012,0.765
Turkey,Agricultural water withdrawal as % of total water withdrawal (%),2012,86.67933793
Turkey,Total population with access to safe drinking-water (JMP) (%),2012,99.5
Turkey,Urban population with access to safe drinking-water (JMP) (%),2012,100
Turkey,GDP per capita (current US$/inhab),2017,10560.02154
Turkey,"Agriculture, value added (% GDP) (%)",2017,6.082121
Turkey,Human Development Index (HDI) [highest = 1] (-),2017,0.805
Turkey,Agricultural water withdrawal as % of total water withdrawal (%),2017,84.88230107
Turkey,Total population with access to safe drinking-water (JMP) (%),2017,100
Turkey,Urban population with access to safe drinking-water (JMP) (%),2017,100
Turkey,"Agriculture, value added (% GDP) (%)",1967,45.87
Turkey,GDP per capita (current US$/inhab),1972,811.001567
Turkey,"Agriculture, value added (% GDP) (%)",1972,23.212095
Turkey,GDP per capita (current US$/inhab),1977,2038.743916
Turkey,"Agriculture, value added (% GDP) (%)",1977,21.631359
Turkey,GDP per capita (current US$/inhab),1982,1930.514258
Turkey,"Agriculture, value added (% GDP) (%)",1982,15.960534
Turkey,GDP per capita (current US$/inhab),1987,2348.217693
Turkey,"Agriculture, value added (% GDP) (%)",1987,12.722064
Turkmenistan,GDP per capita (current US$/inhab),1992,675.341595
Turkmenistan,"Agriculture, value added (% GDP) (%)",1992,10.875
Turkmenistan,GDP per capita (current US$/inhab),1997,615.6138
Turkmenistan,"Agriculture, value added (% GDP) (%)",1997,20.061009
Turkmenistan,Agricultural water withdrawal as % of total water withdrawal (%),1997,97.2166022
Turkmenistan,Total population with access to safe drinking-water (JMP) (%),1997,59.3
Turkmenistan,Urban population with access to safe drinking-water (JMP) (%),1997,89.1
Turkmenistan,GDP per capita (current US$/inhab),2002,1887.197287
Turkmenistan,"Agriculture, value added (% GDP) (%)",2002,20.932843
Turkmenistan,Agricultural water withdrawal as % of total water withdrawal (%),2002,96.51866335
Turkmenistan,Total population with access to safe drinking-water (JMP) (%),2002,59.9
Turkmenistan,Urban population with access to safe drinking-water (JMP) (%),2002,89.1
Turkmenistan,GDP per capita (current US$/inhab),2007,3796.440678
Turkmenistan,"Agriculture, value added (% GDP) (%)",2007,18.854675
Turkmenistan,Agricultural water withdrawal as % of total water withdrawal (%),2007,94.29777492
Turkmenistan,Total population with access to safe drinking-water (JMP) (%),2007,60.4
Turkmenistan,Urban population with access to safe drinking-water (JMP) (%),2007,89.1
Turkmenistan,GDP per capita (current US$/inhab),2012,6675.276276
Turkmenistan,"Agriculture, value added (% GDP) (%)",2012,8.50145
Turkmenistan,Human Development Index (HDI) [highest = 1] (-),2012,0.686
Turkmenistan,Agricultural water withdrawal as % of total water withdrawal (%),2012,94.29777492
Turkmenistan,Total population with access to safe drinking-water (JMP) (%),2012,60.4
Turkmenistan,Urban population with access to safe drinking-water (JMP) (%),2012,89.1
Turkmenistan,GDP per capita (current US$/inhab),2017,6584.696357
Turkmenistan,"Agriculture, value added (% GDP) (%)",2017,8.761875
Turkmenistan,Human Development Index (HDI) [highest = 1] (-),2017,0.708
Turkmenistan,Agricultural water withdrawal as % of total water withdrawal (%),2017,94.29777492
Turkmenistan,Total population with access to safe drinking-water (JMP) (%),2017,60.4
Turkmenistan,Urban population with access to safe drinking-water (JMP) (%),2017,89.1
Tuvalu,GDP per capita (current US$/inhab),1992,1175.659163
Tuvalu,"Agriculture, value added (% GDP) (%)",1992,20.827136
Tuvalu,Total population with access to safe drinking-water (JMP) (%),1992,90.7
Tuvalu,Urban population with access to safe drinking-water (JMP) (%),1992,92.3
Tuvalu,GDP per capita (current US$/inhab),1997,1444.1691
Tuvalu,"Agriculture, value added (% GDP) (%)",1997,22.646275
Tuvalu,Total population with access to safe drinking-water (JMP) (%),1997,92.8
Tuvalu,Urban population with access to safe drinking-water (JMP) (%),1997,94.1
Tuvalu,GDP per capita (current US$/inhab),2002,1612.255763
Tuvalu,"Agriculture, value added (% GDP) (%)",2002,18.08865
Tuvalu,Total population with access to safe drinking-water (JMP) (%),2002,94.8
Tuvalu,Urban population with access to safe drinking-water (JMP) (%),2002,95.8
Tuvalu,GDP per capita (current US$/inhab),2007,2637.475648
Tuvalu,"Agriculture, value added (% GDP) (%)",2007,23.25128
Tuvalu,Total population with access to safe drinking-water (JMP) (%),2007,96.9
Tuvalu,Urban population with access to safe drinking-water (JMP) (%),2007,97.6
Tuvalu,GDP per capita (current US$/inhab),2012,3468.641204
Tuvalu,"Agriculture, value added (% GDP) (%)",2012,25.462979
Tuvalu,Total population with access to safe drinking-water (JMP) (%),2012,97.7
Tuvalu,Urban population with access to safe drinking-water (JMP) (%),2012,98.3
Tuvalu,GDP per capita (current US$/inhab),2017,3923.561196
Tuvalu,"Agriculture, value added (% GDP) (%)",2017,18.887605
Tuvalu,Total population with access to safe drinking-water (JMP) (%),2017,97.7
Tuvalu,Urban population with access to safe drinking-water (JMP) (%),2017,98.3
Tuvalu,GDP per capita (current US$/inhab),1972,406.038633
Tuvalu,"Agriculture, value added (% GDP) (%)",1972,14.518136
Tuvalu,GDP per capita (current US$/inhab),1977,453.717742
Tuvalu,"Agriculture, value added (% GDP) (%)",1977,14.481143
Tuvalu,GDP per capita (current US$/inhab),1982,456.967224
Tuvalu,"Agriculture, value added (% GDP) (%)",1982,14.334325
Tuvalu,GDP per capita (current US$/inhab),1987,602.069729
Tuvalu,"Agriculture, value added (% GDP) (%)",1987,13.254866
Uganda,GDP per capita (current US$/inhab),1992,201.534189
Uganda,"Agriculture, value added (% GDP) (%)",1992,43.690147
Uganda,Human Development Index (HDI) [highest = 1] (-),1992,0.305
Uganda,Agricultural water withdrawal as % of total water withdrawal (%),1992,40.67245119
Uganda,Total population with access to safe drinking-water (JMP) (%),1992,43.6
Uganda,Urban population with access to safe drinking-water (JMP) (%),1992,79.6
Uganda,GDP per capita (current US$/inhab),1997,356.783222
Uganda,"Agriculture, value added (% GDP) (%)",1997,32.870231
Uganda,Human Development Index (HDI) [highest = 1] (-),1997,0.35
Uganda,Agricultural water withdrawal as % of total water withdrawal (%),1997,37.89792825
Uganda,Total population with access to safe drinking-water (JMP) (%),1997,51.6
Uganda,Urban population with access to safe drinking-water (JMP) (%),1997,83.2
Uganda,GDP per capita (current US$/inhab),2002,288.232982
Uganda,"Agriculture, value added (% GDP) (%)",2002,24.968592
Uganda,Human Development Index (HDI) [highest = 1] (-),2002,0.418
Uganda,Agricultural water withdrawal as % of total water withdrawal (%),2002,33.19043009
Uganda,Total population with access to safe drinking-water (JMP) (%),2002,59.6
Uganda,Urban population with access to safe drinking-water (JMP) (%),2002,86.8
Uganda,GDP per capita (current US$/inhab),2007,492.229335
Uganda,"Agriculture, value added (% GDP) (%)",2007,23.046993
Uganda,Human Development Index (HDI) [highest = 1] (-),2007,0.457
Uganda,Agricultural water withdrawal as % of total water withdrawal (%),2007,39.89792897
Uganda,Total population with access to safe drinking-water (JMP) (%),2007,67.7
Uganda,Urban population with access to safe drinking-water (JMP) (%),2007,90.4
Uganda,GDP per capita (current US$/inhab),2012,673.309135
Uganda,"Agriculture, value added (% GDP) (%)",2012,26.252522
Uganda,Human Development Index (HDI) [highest = 1] (-),2012,0.497
Uganda,Agricultural water withdrawal as % of total water withdrawal (%),2012,40.65934066
Uganda,Total population with access to safe drinking-water (JMP) (%),2012,75.8
Uganda,Urban population with access to safe drinking-water (JMP) (%),2012,94.1
Uganda,GDP per capita (current US$/inhab),2017,634.769133
Uganda,"Agriculture, value added (% GDP) (%)",2017,24.872454
Uganda,Human Development Index (HDI) [highest = 1] (-),2017,0.522
Uganda,Agricultural water withdrawal as % of total water withdrawal (%),2017,40.65934066
Uganda,Total population with access to safe drinking-water (JMP) (%),2017,79
Uganda,Urban population with access to safe drinking-water (JMP) (%),2017,95.5
Uganda,"Agriculture, value added (% GDP) (%)",1967,50.83
Uganda,GDP per capita (current US$/inhab),1972,171.362548
Uganda,"Agriculture, value added (% GDP) (%)",1972,43.29716
Uganda,Agricultural water withdrawal as % of total water withdrawal (%),1972,57.51533742
Uganda,GDP per capita (current US$/inhab),1977,275.927702
Uganda,"Agriculture, value added (% GDP) (%)",1977,43.293666
Uganda,Agricultural water withdrawal as % of total water withdrawal (%),1977,52.11952745
Uganda,GDP per capita (current US$/inhab),1982,317.004932
Uganda,"Agriculture, value added (% GDP) (%)",1982,42.101602
Uganda,Agricultural water withdrawal as % of total water withdrawal (%),1982,47.64930114
Uganda,GDP per capita (current US$/inhab),1987,385.112597
Uganda,"Agriculture, value added (% GDP) (%)",1987,49.384944
Uganda,Agricultural water withdrawal as % of total water withdrawal (%),1987,43.88531305
Ukraine,GDP per capita (current US$/inhab),1992,1580.433388
Ukraine,"Agriculture, value added (% GDP) (%)",1992,20.120971
Ukraine,Human Development Index (HDI) [highest = 1] (-),1992,0.692
Ukraine,Agricultural water withdrawal as % of total water withdrawal (%),1992,30.25
